id,name,gender,trading_style,instrument_type,ticker_or_contract,profit_example,profit_category
2394,Aurora Ward,Female,High Frequency Trading,Stock,CRM,409.16%,Daily P&L
2395,Hayden Scott,Non-binary,High Frequency Trading,Crypto,BNB,"$17,409.80",Absolute $
2396,Kai Ross,Male,Mean Reversion,Crypto,AVAX,"$-38,063.94",Return (%)
2397,Sofia Cox,Female,Algorithmic Trading,Crypto,DOGE,1304.92%,Before Fees
2398,Kennedy Howard,Female,Position Trading,Options,NVDA 2026-01-21 C 350,"$-24,097.16",Realized Profit
2399,Marley Edwards,Non-binary,Mean Reversion,Stock,NKE,"$69,684.30",Realized Profit
2400,Stella Gutierrez,Female,Options Spreads,Stock,V,"$68,154.41",Net of Taxes
2401,Micah Taylor,Male,Swing Trading,Stock,AAPL,"$91,671.25",Monthly P&L
2402,Henry Jackson,Male,Swing Trading,Crypto,ADA,197.01%,Daily P&L
2403,Elizabeth Moore,Female,Futures Roll,Crypto,ADA,"$48,370.58",Return (%)
2404,Allison Gomez,Female,Trend Following,Stock,CRM,1663.12%,Realized Profit
2405,Skylar Hernandez,Female,Algorithmic Trading,Futures,BTC-PERP,448.29%,Return (%)
2406,Victoria King 714,Female,High Frequency Trading,Stock,PG,"$5,705.57",Before Fees
2407,Amelia Clark,Female,Algorithmic Trading,Stock,TSLA,230.9%,Per Trade Profit
2408,Isabella Young,Female,Pairs Trading,Stock,DIS,"$51,644.37",Per Trade Profit
2409,Joshua Robinson,Male,Options Spreads,Crypto,DOGE,"$123,286.61",Weekly P&L
2410,Aaliyah Brown,Female,Trend Following,Stock,KO,1784.09%,Net of Taxes
2411,Audrey Long,Female,Momentum Trading,Crypto,BTC,1273.02%,Per Trade Profit
2412,Anna Cruz,Female,Futures Roll,Options,AAPL 2025-12-19 C 180,"$198,386.75",Gross P&L
2413,Andrew Davis 160,Male,News Trading,Stock,KO,243.08%,Monthly P&L
2414,Violet Diaz,Female,Futures Roll,Stock,TSLA,1432.65%,Weekly P&L
2415,Blair Sanchez,Non-binary,Momentum Trading,Stock,ADBE,390.92%,Paper Gain
2416,Caleb Phillips,Male,Algorithmic Trading,Crypto,ETH,"$-47,509.79",Realized Profit
2417,Isaac Evans,Male,Position Trading,Stock,AMZN,798.33%,After Fees
2418,Victor Johnson,Male,Momentum Trading,Stock,MA,1180.31%,Return (%)
2419,Natalie Young 922,Female,Carry Trade,Crypto,SOL,342.28%,Unrealized Profit
2420,Sam Robinson,Non-binary,Carry Trade,Crypto,LINK,258.32%,Realized Profit
2421,Riley Taylor,Male,Pairs Trading,Stock,INTC,"$186,637.00",Weekly P&L
2422,Quinn Foster,Female,Mean Reversion,Stock,DIS,1290.03%,Paper Gain
2423,Leo Davis,Male,Options Spreads,Stock,UBER,443.78%,Before Fees
2424,Willow Wilson,Female,Statistical Arbitrage,Options,MSFT 2025-11-21 P 300,"$15,112.53",Unrealized Profit
2425,Allison White 949,Female,News Trading,Stock,PG,377.52%,Monthly P&L
2426,Skyler Gray,Non-binary,Trend Following,Stock,NVDA,"$182,783.51",Paper Gain
2427,Adam Garcia,Male,Quantitative Trading,Options,NVDA 2026-01-21 C 350,"$83,444.12",Daily P&L
2428,Elias Castillo,Male,Statistical Arbitrage,Crypto,ADA,"$-3,093.38",Net of Taxes
2429,Evelyn White,Female,Scalping,Stock,AMZN,150.37%,After Fees
2430,Jordan Walker,Non-binary,Options Spreads,Crypto,DOGE,1459.77%,Realized Profit
2431,Evelyn Collins,Female,Pairs Trading,Options,MSFT 2025-11-21 P 300,1575.67%,Net P&L
2432,Willow Wilson 603,Female,Carry Trade,Futures,BTC-PERP,274.23%,Return (%)
2433,Sloane Anderson,Female,Mean Reversion,Stock,TSLA,"$73,057.50",Absolute $
2434,Hannah Lewis,Female,Mean Reversion,Crypto,SOL,"$164,288.75",Paper Gain
2435,Isaiah Thompson,Male,Carry Trade,Stock,UNH,"$111,512.25",Monthly P&L
2436,Jamie Patel,Non-binary,Algorithmic Trading,Crypto,DOGE,"$22,474.20",Gross P&L
2437,Patrick Williams,Male,Statistical Arbitrage,Stock,PEP,"$95,027.65",Return (%)
2438,Adrian Williams,Male,News Trading,Options,AAPL 2025-12-19 C 180,692.8%,Before Fees
2439,Evelyn Ward,Female,Algorithmic Trading,Crypto,DOT,841.21%,Gross P&L
2440,Chloe Gomez,Female,Algorithmic Trading,Stock,ORCL,"$169,412.04",Daily P&L
2441,Jayden Wright,Male,Statistical Arbitrage,Stock,SQ,"$148,697.60",Paper Gain
2442,Marley Martin,Non-binary,Quantitative Trading,Stock,AMZN,"$-29,071.26",Weekly P&L
2443,Sophia Wood,Female,Mean Reversion,Stock,PFE,"$21,459.38",Unrealized Profit
2444,Maxwell Foster,Male,Momentum Trading,Stock,MSFT,"$28,951.16",Per Trade Profit
2445,Brooklyn Robinson,Female,Momentum Trading,Stock,DIS,261.96%,Net of Taxes
2446,Clara Ross,Female,Options Spreads,Futures,ES Dec25,"$33,806.12",Gross P&L
2447,Sophia Chavez,Female,Position Trading,Crypto,DOT,"$130,962.84",Net P&L
2448,Sloane Garcia,Female,High Frequency Trading,Stock,CRM,229.77%,Monthly P&L
2449,Layla Martin 98,Female,Scalping,Futures,NQ Dec25,"$24,018.13",Per Trade Profit
2450,Rowan Alvarez,Non-binary,Options Spreads,Stock,NVDA,"$83,946.37",Absolute $
2451,Noah Wilson,Male,Trend Following,Crypto,ETH,"$84,308.43",Absolute $
2452,Christopher Long,Male,Day Trading,Stock,PEP,"$47,066.78",Net of Taxes
2453,Dakota Cruz,Non-binary,High Frequency Trading,Crypto,LTC,993.64%,Weekly P&L
2454,Bella Brooks,Female,Quantitative Trading,Stock,ABNB,1527.65%,Unrealized Profit
2455,Rylee Taylor,Female,Mean Reversion,Stock,ORCL,"$-14,772.66",Absolute $
2456,Layla Martinez,Female,Pairs Trading,Stock,AAPL,-4.51%,Paper Gain
2457,Ariana Ramirez 816,Female,Statistical Arbitrage,Futures,CL Nov25,1825.78%,Net of Taxes
2458,Lydia Anderson,Female,Futures Roll,Stock,ABNB,"$140,087.85",Net of Taxes
2459,Serenity Scott,Female,Position Trading,Crypto,LINK,978.74%,Net P&L
2460,Matthew Williams,Male,Options Spreads,Stock,UBER,"$-44,765.81",Daily P&L
2461,Jade Smith,Female,Algorithmic Trading,Stock,HD,1032.41%,Net P&L
2462,Victoria Gonzalez,Female,Swing Trading,Stock,BABA,"$-5,134.89",Net P&L
2463,Zoey Peterson,Female,News Trading,Crypto,ATOM,"$-9,540.29",Absolute $
2464,Serenity Perez,Female,Swing Trading,Crypto,XRP,"$49,526.89",Daily P&L
2465,Kaden Collins,Male,High Frequency Trading,Crypto,ATOM,272.35%,Before Fees
2466,Cameron Cook,Non-binary,Algorithmic Trading,Crypto,MATIC,"$70,913.05",Daily P&L
2467,Ryan Brooks,Male,Quantitative Trading,Stock,BABA,"$63,718.95",Net P&L
2468,Christopher Jimenez,Male,Algorithmic Trading,Stock,AMZN,"$76,460.37",Paper Gain
2469,Luke Alvarez,Male,High Frequency Trading,Crypto,ETH,"$-3,291.26",Daily P&L
2470,Harper Ortiz,Female,Day Trading,Stock,NKE,"$173,913.26",After Fees
2471,Damian Garcia,Male,News Trading,Stock,BABA,250.8%,Per Trade Profit
2472,Ariana Gutierrez,Female,Carry Trade,Stock,BABA,"$-31,234.91",Paper Gain
2473,Isla Evans,Female,Position Trading,Stock,SQ,"$98,355.21",Net of Taxes
2474,Sarah Young,Female,News Trading,Crypto,BNB,274.21%,Per Trade Profit
2475,Riley Sanders,Male,Quantitative Trading,Stock,PG,"$188,335.26",Absolute $
2476,Sloane Perez,Female,Position Trading,Crypto,DOT,"$62,054.34",Gross P&L
2477,Gabriella Reed,Female,Trend Following,Options,TSLA 2025-10-17 P 250,"$100,585.99",Per Trade Profit
2478,Brandon Johnson,Male,Pairs Trading,Crypto,DOGE,1116.6%,Net of Taxes
2479,Julian Watson,Male,Options Spreads,Stock,MRNA,"$197,115.69",Gross P&L
2480,Ezra Kelly,Male,Day Trading,Crypto,LTC,"$88,311.45",Net of Taxes
2481,Eliza Mendoza,Female,News Trading,Stock,INTC,1686.28%,Gross P&L
2482,Alexander Rogers,Male,Pairs Trading,Stock,PYPL,"$65,510.83",Gross P&L
2483,Kennedy Watson,Female,Position Trading,Stock,PG,515.23%,Net of Taxes
2484,Lily Nguyen,Female,Mean Reversion,Stock,KO,981.02%,Absolute $
2485,Emilia Perez,Female,Swing Trading,Stock,UBER,"$-15,114.75",After Fees
2486,Hudson Nguyen,Male,Swing Trading,Crypto,ATOM,"$86,091.05",Gross P&L
2487,Hazel Rivera,Female,High Frequency Trading,Crypto,SHIB,"$169,314.96",Net of Taxes
2488,Clara Garcia,Female,High Frequency Trading,Stock,V,1447.48%,Gross P&L
2489,Josephine Wilson,Female,High Frequency Trading,Crypto,MATIC,"$181,363.59",After Fees
2490,Emma Miller,Female,News Trading,Stock,MSFT,1495.52%,Absolute $
2491,Micah Kim,Male,Day Trading,Stock,META,1895.66%,Absolute $
2492,Marcus King,Male,Futures Roll,Crypto,ADA,1296.43%,Gross P&L
2493,Ian Miller 516,Male,Day Trading,Crypto,ATOM,1014.72%,Paper Gain
2494,Dominic Jones,Male,Algorithmic Trading,Stock,BABA,"$172,138.90",Unrealized Profit
2495,Julian Nguyen,Male,Momentum Trading,Stock,JPM,1870.1%,Absolute $
2496,Clara Baker,Female,Quantitative Trading,Futures,BTC-PERP,685.87%,Gross P&L
2497,Sasha Jackson,Non-binary,Position Trading,Options,TSLA 2025-10-17 P 250,"$36,048.25",Net of Taxes
2498,Nolan Moore,Male,Mean Reversion,Stock,MA,"$163,777.10",Unrealized Profit
2499,Everly Walker,Female,Pairs Trading,Stock,BABA,"$-42,650.11",After Fees
2500,Charles Hill,Male,Trend Following,Crypto,AVAX,"$5,709.33",Absolute $
2501,Ethan Robinson,Male,Day Trading,Crypto,DOT,"$-29,541.08",Paper Gain
2502,Bentley Hall,Male,Swing Trading,Stock,TSLA,"$12,284.21",Paper Gain
2503,Emily Rodriguez 953,Female,High Frequency Trading,Crypto,LTC,1244.19%,Per Trade Profit
2504,Dakota Lee,Non-binary,High Frequency Trading,Stock,JPM,1066.94%,Daily P&L
2505,Cora Adams,Female,Pairs Trading,Stock,CRM,"$160,424.54",Paper Gain
2506,Natalie Gonzalez,Female,Trend Following,Stock,ADBE,"$103,736.95",After Fees
2507,Ryan Miller,Male,Swing Trading,Crypto,AVAX,"$99,821.59",Gross P&L
2508,Christopher Wright,Male,News Trading,Stock,MRNA,648.91%,Paper Gain
2509,Kai Sanders,Male,Pairs Trading,Crypto,DOGE,"$147,367.68",After Fees
2510,Rowan Hill 721,Male,Algorithmic Trading,Options,MSFT 2025-11-21 P 300,"$161,851.35",Net of Taxes
2511,Caleb Robinson,Male,Day Trading,Stock,INTC,"$-18,797.06",Net P&L
2512,Joel Rodriguez,Male,Mean Reversion,Crypto,ADA,"$-40,641.36",After Fees
2513,Layla Bailey,Female,Mean Reversion,Stock,KO,"$68,804.46",Realized Profit
2514,Marcus Parker,Male,Scalping,Stock,ORCL,"$-19,443.22",Daily P&L
2515,Theodore James,Male,High Frequency Trading,Stock,UNH,"$151,444.25",Before Fees
2516,Evan Reed,Male,Options Spreads,Options,NVDA 2026-01-21 C 350,294.78%,Gross P&L
2517,Maya Lopez 754,Female,Quantitative Trading,Stock,PFE,1144.23%,Absolute $
2518,Harper Flores,Female,Quantitative Trading,Stock,PEP,"$101,150.30",Gross P&L
2519,Peyton Parker 270,Female,Swing Trading,Futures,CL Nov25,1107.74%,Weekly P&L
2520,William Anderson,Male,Trend Following,Stock,PYPL,"$94,359.86",Before Fees
2521,Finley Lee,Non-binary,Options Spreads,Stock,AMZN,510.07%,Gross P&L
2522,Jaxon Roberts,Male,Pairs Trading,Stock,ADBE,1872.24%,Monthly P&L
2523,Rylee Collins 598,Female,News Trading,Stock,TSLA,1768.65%,Return (%)
2524,Kinsley Hall,Female,Position Trading,Crypto,SOL,7.82%,Paper Gain
2525,Colton Howard,Male,Scalping,Stock,INTC,528.4%,Before Fees
2526,Jace Edwards,Male,Day Trading,Options,MSFT 2025-11-21 P 300,1476.29%,Before Fees
2527,Gabriel Nelson,Male,Algorithmic Trading,Options,NVDA 2026-01-21 C 350,"$140,137.36",Paper Gain
2528,Nova Gutierrez,Female,Algorithmic Trading,Stock,TSLA,340.83%,Before Fees
2529,Eli Morgan,Male,High Frequency Trading,Stock,AMZN,1970.26%,Monthly P&L
2530,Violet Baker,Female,Day Trading,Crypto,ATOM,1196.11%,Monthly P&L
2531,Marley Watson 868,Non-binary,Futures Roll,Stock,GOOGL,"$-38,251.48",Return (%)
2532,Maxwell Diaz,Male,Algorithmic Trading,Futures,BTC-PERP,"$147,329.66",Unrealized Profit
2533,Ariel Green,Female,Day Trading,Crypto,LINK,875.83%,Daily P&L
2534,Rafael Bennett,Male,Quantitative Trading,Stock,NVDA,"$136,103.30",Unrealized Profit
2535,Hailey Hernandez,Female,Momentum Trading,Stock,ABNB,1967.99%,Gross P&L
2536,Maxwell Green,Male,Options Spreads,Stock,BRK.B,"$-35,232.30",Before Fees
2537,Luis Gonzalez,Male,Swing Trading,Options,AAPL 2025-12-19 C 180,"$-34,750.87",Paper Gain
2538,Riley Reyes,Male,Trend Following,Stock,AMZN,1569.66%,Before Fees
2539,Audrey Long 413,Female,Scalping,Stock,DIS,"$37,169.74",Daily P&L
2540,Alice Young,Female,Swing Trading,Stock,BRK.B,1215.93%,Before Fees
2541,Harrison Parker 94,Male,Futures Roll,Stock,V,80.49%,Return (%)
2542,Audrey Walker,Female,Mean Reversion,Crypto,XRP,"$147,463.48",Unrealized Profit
2543,Jaxon Young,Male,Swing Trading,Stock,ORCL,1660.47%,Net P&L
2544,Chloe Collins,Female,Options Spreads,Stock,TSLA,1265.33%,Absolute $
2545,Grayson Nguyen,Male,Quantitative Trading,Stock,AMZN,438.49%,Monthly P&L
2546,Paisley Martinez,Female,Futures Roll,Stock,GOOGL,578.99%,Net P&L
2547,Victor Brooks,Male,Carry Trade,Futures,GC Dec25,"$43,326.24",Unrealized Profit
2548,Alex Bailey 561,Male,Algorithmic Trading,Stock,NFLX,"$-14,322.52",Absolute $
2549,Levi Rogers,Male,Carry Trade,Options,NVDA 2026-01-21 C 350,851.9%,Before Fees
2550,Riley Ramos,Female,Day Trading,Stock,META,"$93,783.18",Realized Profit
2551,Hudson King,Male,Day Trading,Crypto,TRX,"$-6,716.70",Before Fees
2552,Violet Ward,Female,Carry Trade,Crypto,SHIB,1484.24%,Return (%)
2553,Miles Walker,Male,Futures Roll,Options,NVDA 2026-01-21 C 350,"$72,740.00",After Fees
2554,Wyatt Williams 659,Male,Position Trading,Futures,BTC-PERP,1490.87%,Monthly P&L
2555,Ellie Jimenez,Female,Swing Trading,Crypto,TRX,"$186,777.76",Net of Taxes
2556,Kennedy Rodriguez,Female,Statistical Arbitrage,Crypto,ADA,"$136,853.22",Before Fees
2557,Jayden Ramirez 416,Male,Futures Roll,Stock,NFLX,"$12,767.22",Net P&L
2558,Nevaeh Johnson 639,Female,Algorithmic Trading,Futures,CL Nov25,"$109,228.90",Absolute $
2559,Sam Cooper,Non-binary,News Trading,Stock,NVDA,"$-8,285.31",Realized Profit
2560,Casey Wood,Non-binary,Scalping,Options,TSLA 2025-10-17 P 250,1420.74%,Return (%)
2561,Avery Smith,Female,Scalping,Stock,JPM,"$126,819.02",After Fees
2562,Jade Wright,Female,Mean Reversion,Stock,META,"$199,457.66",Net P&L
2563,Sarah Martinez,Female,Pairs Trading,Stock,NFLX,"$108,572.95",Paper Gain
2564,Mateo Cooper,Male,Statistical Arbitrage,Futures,ES Dec25,"$47,443.65",Gross P&L
2565,Kinsley Evans,Female,News Trading,Stock,TSLA,"$74,002.23",Gross P&L
2566,Chloe Nguyen,Female,Algorithmic Trading,Stock,PEP,"$-25,080.31",Before Fees
2567,Amelia Jones,Female,Options Spreads,Stock,PG,"$45,370.62",Realized Profit
2568,Aria Cooper,Female,Mean Reversion,Stock,NKE,"$182,491.77",Weekly P&L
2569,Adam Nelson,Male,Quantitative Trading,Crypto,ADA,769.62%,Paper Gain
2570,Thomas Sanchez,Male,Day Trading,Stock,INTC,"$66,211.58",Net of Taxes
2571,Lucas Gonzalez,Male,Trend Following,Stock,NVDA,1082.48%,Realized Profit
2572,Adrian Ramirez,Male,Algorithmic Trading,Crypto,ETH,-27.32%,After Fees
2573,Michael Wilson 211,Male,Swing Trading,Crypto,MATIC,892.49%,Unrealized Profit
2574,Maya Jackson,Female,Carry Trade,Stock,AAPL,"$180,512.33",Weekly P&L
2575,Christian Anderson,Male,Mean Reversion,Futures,ES Dec25,"$198,202.50",Unrealized Profit
2576,Olivia Collins,Female,Options Spreads,Stock,BRK.B,"$194,592.69",Monthly P&L
2577,Joshua Nguyen,Male,Mean Reversion,Options,TSLA 2025-10-17 P 250,"$-26,789.26",Absolute $
2578,Ryan White 221,Male,Scalping,Futures,CL Nov25,"$133,142.10",Per Trade Profit
2579,Hailey Wright,Female,Futures Roll,Stock,PEP,896.37%,Paper Gain
2580,Oliver Clark,Male,News Trading,Crypto,MATIC,"$6,162.33",Paper Gain
2581,Abigail Wood,Female,Pairs Trading,Stock,PEP,-49.38%,Per Trade Profit
2582,Asher Ruiz,Male,News Trading,Stock,INTC,"$-40,736.15",Unrealized Profit
2583,Alex Anderson,Male,Scalping,Stock,SQ,"$57,466.76",Absolute $
2584,Kendall Sanders,Non-binary,Options Spreads,Crypto,LINK,"$89,000.65",Weekly P&L
2585,Ruby Gray,Female,Futures Roll,Stock,META,"$-35,303.14",Realized Profit
2586,Ellie Flores,Female,High Frequency Trading,Stock,AAPL,"$114,337.30",Unrealized Profit
2587,Rowan Kelly,Non-binary,Momentum Trading,Stock,V,"$25,193.88",Realized Profit
2588,Eric Castillo 784,Male,Algorithmic Trading,Crypto,TRX,"$190,486.94",Per Trade Profit
2589,Wyatt Adams 237,Male,Options Spreads,Stock,JPM,"$186,137.23",Realized Profit
2590,Luna Lewis 589,Female,Trend Following,Futures,GC Dec25,"$-3,127.09",Daily P&L
2591,Penelope Rodriguez,Female,Statistical Arbitrage,Futures,NQ Dec25,1459.34%,Monthly P&L
2592,Caleb Smith,Male,Day Trading,Options,TSLA 2025-10-17 P 250,"$-45,456.57",Before Fees
2593,Giovanni Nguyen,Male,Futures Roll,Crypto,MATIC,"$-22,192.53",Realized Profit
2594,Cameron Kelly 788,Male,Position Trading,Crypto,ETH,"$51,548.45",Realized Profit
2595,George Lopez,Male,Momentum Trading,Stock,MRNA,191.61%,After Fees
2596,Landon Patel,Male,Swing Trading,Options,MSFT 2025-11-21 P 300,"$85,444.26",Daily P&L
2597,Ezekiel Hernandez,Male,Options Spreads,Futures,BTC-PERP,"$14,503.31",Net P&L
2598,Oliver Kim,Male,High Frequency Trading,Options,NVDA 2026-01-21 C 350,"$-20,314.83",Unrealized Profit
2599,Hannah Edwards,Female,Scalping,Stock,GOOGL,"$115,538.20",Before Fees
2600,Margaret King,Female,Pairs Trading,Stock,NVDA,"$-45,457.22",Per Trade Profit
2601,Beau Bennett 14,Male,Trend Following,Stock,META,483.24%,Absolute $
2602,Theodore Carter,Male,Carry Trade,Futures,BTC-PERP,"$172,642.69",Gross P&L
2603,Skylar Cruz,Female,Position Trading,Stock,MSFT,"$-15,512.96",Per Trade Profit
2604,Avery Price,Female,Scalping,Crypto,ATOM,219.64%,Paper Gain
2605,Ruby Edwards,Female,Pairs Trading,Crypto,SHIB,213.51%,Absolute $
2606,Kai Hall,Male,Statistical Arbitrage,Crypto,ETH,"$31,190.42",Paper Gain
2607,Willow Brooks 996,Female,Mean Reversion,Stock,V,366.77%,After Fees
2608,Jaxon Lopez,Male,Momentum Trading,Stock,GOOGL,"$33,003.89",Before Fees
2609,Hunter Rodriguez,Male,Trend Following,Crypto,SHIB,"$-45,525.27",Per Trade Profit
2610,Nova Anderson,Female,Futures Roll,Options,AAPL 2025-12-19 C 180,360.03%,Gross P&L
2611,Elijah Miller,Male,High Frequency Trading,Stock,INTC,"$64,570.31",Realized Profit
2612,Colton Thompson,Male,Momentum Trading,Stock,UBER,"$197,551.30",Per Trade Profit
2613,Asher Lopez,Male,Carry Trade,Stock,BABA,1402.19%,Realized Profit
2614,Claire Parker,Female,Carry Trade,Crypto,ADA,"$131,351.52",Gross P&L
2615,Mila Cruz,Female,Pairs Trading,Stock,BRK.B,"$191,598.22",Unrealized Profit
2616,Everly Walker 9,Female,Algorithmic Trading,Stock,PFE,549.17%,Monthly P&L
2617,Dylan Hall,Male,Scalping,Crypto,MATIC,"$52,458.08",Paper Gain
2618,Andrew Long,Male,Momentum Trading,Stock,ORCL,1303.17%,Paper Gain
2619,Liam Rogers,Male,Quantitative Trading,Stock,MA,1856.95%,Weekly P&L
2620,Mateo Taylor,Male,Futures Roll,Stock,AMZN,758.42%,Before Fees
2621,George Wright,Male,Statistical Arbitrage,Options,NVDA 2026-01-21 C 350,"$-29,870.10",Paper Gain
2622,Leilani Clark,Female,Options Spreads,Stock,MSFT,128.59%,Before Fees
2623,Ian Morris,Male,Momentum Trading,Futures,NQ Dec25,"$166,023.60",Weekly P&L
2624,Benjamin Flores,Male,Quantitative Trading,Crypto,ATOM,"$186,868.57",Paper Gain
2625,Giovanni Brooks 445,Male,Mean Reversion,Options,NVDA 2026-01-21 C 350,"$93,708.01",Paper Gain
2626,Hudson James,Male,Pairs Trading,Crypto,SHIB,84.68%,Unrealized Profit
2627,Miles Ward,Male,Scalping,Stock,META,"$65,899.83",Realized Profit
2628,Claire Robinson,Female,Pairs Trading,Stock,UNH,"$166,000.02",Weekly P&L
2629,Henry Ortiz,Male,Options Spreads,Crypto,XRP,"$198,268.11",Absolute $
2630,Micah Williams,Male,Position Trading,Stock,GOOGL,281.66%,Paper Gain
2631,Lucy Flores,Female,Carry Trade,Stock,PFE,"$131,551.84",Net P&L
2632,Luna Price,Female,Options Spreads,Stock,V,"$186,492.02",After Fees
2633,Riley Sanders 659,Male,Swing Trading,Options,MSFT 2025-11-21 P 300,325.54%,Realized Profit
2634,Jamie Wilson,Non-binary,Swing Trading,Crypto,LINK,"$151,896.93",Realized Profit
2635,Cameron Hill,Non-binary,Position Trading,Futures,GC Dec25,"$137,553.11",After Fees
2636,Gabriella Reyes,Female,Options Spreads,Crypto,LINK,"$137,303.75",Per Trade Profit
2637,Aria Ross,Female,Swing Trading,Futures,CL Nov25,442.58%,Net of Taxes
2638,Leilani Reyes,Female,News Trading,Options,NVDA 2026-01-21 C 350,1220.24%,Unrealized Profit
2639,Ezra Baker,Male,Mean Reversion,Stock,ADBE,-52.47%,Paper Gain
2640,Hadley Cruz,Female,Statistical Arbitrage,Crypto,BTC,"$66,995.50",Weekly P&L
2641,Jayden Reyes,Male,Position Trading,Stock,MA,"$88,131.20",Before Fees
2642,Ian Stewart 856,Male,Algorithmic Trading,Stock,UBER,1746.14%,Net of Taxes
2643,Bella Allen 494,Female,Algorithmic Trading,Stock,GOOGL,"$159,375.32",Realized Profit
2644,Hunter Bailey,Male,Mean Reversion,Options,AAPL 2025-12-19 C 180,1048.76%,Per Trade Profit
2645,Cora Campbell,Female,Swing Trading,Options,MSFT 2025-11-21 P 300,"$112,832.96",Per Trade Profit
2646,Victoria Foster,Female,Quantitative Trading,Stock,UBER,240.77%,Monthly P&L
2647,Rowan Jones,Male,Quantitative Trading,Options,MSFT 2025-11-21 P 300,"$161,728.98",Gross P&L
2648,Jonathan Williams,Male,News Trading,Stock,DIS,"$104,935.94",Unrealized Profit
2649,Beau Campbell,Male,Momentum Trading,Crypto,ATOM,"$-36,270.32",Unrealized Profit
2650,Stella Jackson,Female,Statistical Arbitrage,Stock,AAPL,356.93%,Return (%)
2651,Victor Wood 537,Male,Mean Reversion,Crypto,ATOM,"$2,970.33",Daily P&L
2652,Samantha Morgan,Female,Pairs Trading,Options,TSLA 2025-10-17 P 250,"$23,208.73",Unrealized Profit
2653,Noah Hill,Male,Options Spreads,Futures,ETH-PERP,1599.93%,Monthly P&L
2654,George Robinson,Male,News Trading,Stock,GOOGL,691.82%,Daily P&L
2655,Alan Alvarez,Male,Pairs Trading,Crypto,MATIC,"$148,546.98",Net P&L
2656,Serenity Nelson,Female,Scalping,Stock,INTC,"$31,462.91",Monthly P&L
2657,Zachary Scott,Male,Carry Trade,Futures,GC Dec25,226.48%,Before Fees
2658,Hailey Diaz,Female,Trend Following,Options,AAPL 2025-12-19 C 180,"$87,952.38",Return (%)
2659,Camila Moore,Female,Futures Roll,Crypto,ETH,591.98%,Unrealized Profit
2660,Ryder Mitchell,Male,Position Trading,Crypto,LTC,"$14,899.33",Absolute $
2661,Leilani Garcia,Female,Futures Roll,Crypto,SHIB,"$133,588.00",Realized Profit
2662,Joel Nguyen,Male,News Trading,Stock,PFE,787.99%,After Fees
2663,Isabella Rivera,Female,Day Trading,Stock,GOOGL,"$-34,713.47",Before Fees
2664,Addison Roberts,Female,High Frequency Trading,Options,MSFT 2025-11-21 P 300,"$130,665.02",Net P&L
2665,Andrew Flores,Male,Day Trading,Futures,BTC-PERP,1766.2%,Gross P&L
2666,Stella Cook,Female,Mean Reversion,Options,MSFT 2025-11-21 P 300,"$-9,500.59",Paper Gain
